Date,Open,High,Low,Close,Adj Close,Volume
2014-12-11,112.260002,113.800003,111.339996,111.620003,106.042046,41401700
2014-12-12,110.459999,111.870003,109.580002,109.730003,104.246490,56028100
2014-12-15,110.699997,111.599998,106.349998,108.230003,102.821449,67218100
2014-12-16,106.370003,110.160004,106.260002,106.750000,101.415398,60790700
2014-12-17,107.120003,109.839996,106.820000,109.410004,103.942474,53411800
2014-12-18,111.870003,112.650002,110.660004,112.650002,107.020561,59006200
2014-12-19,112.260002,113.239998,111.660004,111.779999,106.194031,88429800
2014-12-22,112.160004,113.489998,111.970001,112.940002,107.296066,45167500
2014-12-23,113.230003,113.330002,112.459999,112.540001,106.916069,26028400
2014-12-24,112.580002,112.709999,112.010002,112.010002,106.412552,14479600
2014-12-26,112.099998,114.519997,112.010002,113.989998,108.293594,33721000
2014-12-29,113.790001,114.769997,113.699997,113.910004,108.217598,27598900
2014-12-30,113.639999,113.919998,112.110001,112.519997,106.897041,29881500
2014-12-31,112.820000,113.129997,110.209999,110.379997,104.863991,41403400
2015-01-02,111.389999,111.440002,107.349998,109.330002,103.866470,53204600
2015-01-05,108.290001,108.650002,105.410004,106.250000,100.940392,64285500
2015-01-06,106.540001,107.430000,104.629997,106.260002,100.949890,65797100
2015-01-07,107.199997,108.199997,106.699997,107.750000,102.365440,40105900
2015-01-08,109.230003,112.150002,108.699997,111.889999,106.298531,59364500
2015-01-09,112.669998,113.250000,110.209999,112.010002,106.412552,53645500
2015-01-12,112.599998,112.629997,108.800003,109.250000,103.790474,49650800
2015-01-13,111.430000,112.800003,108.910004,110.220001,104.711998,67091900
2015-01-14,109.040001,110.489998,108.500000,109.800003,104.312988,48956600
2015-01-15,110.000000,110.059998,106.660004,106.820000,101.481903,60014000
2015-01-16,107.029999,107.580002,105.199997,105.989998,100.693382,78513300
2015-01-20,107.839996,108.970001,106.500000,108.720001,103.286957,49012100
2015-01-21,108.949997,111.059998,108.269997,109.550003,104.075485,48575900
2015-01-22,110.260002,112.470001,109.720001,112.400002,106.783058,53796400
2015-01-23,112.300003,113.750000,111.529999,112.980003,107.334084,46051200
2015-01-26,113.739998,114.360001,112.800003,113.099998,107.448074,55615000
2015-01-27,112.419998,112.480003,109.029999,109.139999,103.685966,95568700
2015-01-28,117.629997,118.120003,115.309998,115.309998,109.547638,146477100
2015-01-29,116.320000,119.190002,115.559998,118.900002,112.958244,84436400
2015-01-30,118.400002,120.000000,116.849998,117.160004,111.305183,83745500
2015-02-02,118.050003,119.169998,116.080002,118.629997,112.701721,62739100
2015-02-03,118.500000,119.089996,117.610001,118.650002,112.720718,51640300
2015-02-04,118.500000,120.510002,118.309998,119.559998,113.585258,70149700
2015-02-05,120.019997,120.230003,119.250000,119.940002,114.395966,42246200
2015-02-06,120.019997,120.250000,118.449997,118.930000,113.432640,43372000
2015-02-09,118.550003,119.839996,118.430000,119.720001,114.186127,38889800
2015-02-10,120.169998,122.150002,120.160004,122.019997,116.379814,62008500
2015-02-11,122.769997,124.919998,122.500000,124.879997,119.107613,73561800
2015-02-12,126.059998,127.480003,125.570000,126.459999,120.614594,74474500
2015-02-13,127.279999,127.279999,125.650002,127.080002,121.205933,54272200
2015-02-17,127.489998,128.880005,126.919998,127.830002,121.921249,63152400
2015-02-18,127.629997,128.779999,127.449997,128.720001,122.770134,44082300
2015-02-19,128.479996,129.029999,128.330002,128.449997,122.512596,37362400
2015-02-20,128.619995,129.500000,128.050003,129.500000,123.514084,48948400
2015-02-23,130.020004,133.000000,129.660004,133.000000,126.852280,70974100
2015-02-24,132.940002,133.600006,131.169998,132.169998,126.060654,68977900
2015-02-25,131.559998,131.600006,128.149994,128.789993,122.836899,74711700
2015-02-26,128.789993,130.869995,126.610001,130.419998,124.391541,91287500
2015-02-27,130.000000,130.570007,128.240005,128.460007,122.522156,62014800
2015-03-02,129.250000,130.279999,128.300003,129.089996,123.123016,48096700
2015-03-03,128.960007,129.520004,128.089996,129.360001,123.380539,37816300
2015-03-04,129.100006,129.559998,128.320007,128.539993,122.598434,30977700
2015-03-05,128.580002,128.750000,125.760002,126.410004,120.566910,56517100
2015-03-06,128.399994,129.369995,126.260002,126.599998,120.748108,72842100
2015-03-09,127.959999,129.570007,125.059998,127.139999,121.263153,88528500
2015-03-10,126.410004,127.220001,123.800003,124.510002,118.754723,68240700
2015-03-11,124.750000,124.769997,122.110001,122.239998,116.589638,68939000
2015-03-12,122.309998,124.900002,121.629997,124.449997,118.697479,48362700
2015-03-13,124.400002,125.400002,122.580002,123.589996,117.877243,51827300
2015-03-16,123.879997,124.949997,122.870003,124.949997,119.174377,35874300
2015-03-17,125.900002,127.320000,125.650002,127.040001,121.167770,50839200
2015-03-18,127.000000,129.160004,126.370003,128.470001,122.531677,65059700
2015-03-19,128.750000,129.250000,127.400002,127.500000,121.606522,45809500
2015-03-20,128.250000,128.399994,125.160004,125.900002,120.080482,68695100
2015-03-23,127.120003,127.849998,126.519997,127.209999,121.329918,36761000
2015-03-24,127.230003,128.039993,126.559998,126.690002,120.833961,32842300
2015-03-25,126.540001,126.820000,123.379997,123.379997,117.676964,51655200
2015-03-26,122.760002,124.879997,122.599998,124.239998,118.497215,47572900
2015-03-27,124.570000,124.699997,122.910004,123.250000,117.552971,39395000
2015-03-30,124.050003,126.400002,124.000000,126.370003,120.528755,47099700
2015-03-31,126.089996,126.489998,124.360001,124.430000,118.678413,42090600
2015-04-01,124.820000,125.120003,123.099998,124.250000,118.506744,40359200
2015-04-02,125.029999,125.559998,124.190002,125.320000,119.527283,32220100
2015-04-06,124.470001,127.510002,124.330002,127.349998,121.463440,37194000
2015-04-07,127.639999,128.119995,125.980003,126.010002,120.185402,35012300
2015-04-08,125.849998,126.400002,124.970001,125.599998,119.794342,37329200
2015-04-09,125.849998,126.580002,124.660004,126.559998,120.709961,32484000
2015-04-10,125.949997,127.209999,125.260002,127.099998,121.225006,40188000
2015-04-13,128.369995,128.570007,126.610001,126.849998,120.986565,36365100
2015-04-14,127.000000,127.290001,125.910004,126.300003,120.461990,25325100
2015-04-15,126.410004,127.129997,126.010002,126.779999,120.919792,28970400
2015-04-16,126.279999,127.099998,126.110001,126.169998,120.337990,28369000
2015-04-17,125.550003,126.139999,124.459999,124.750000,118.983627,51957000
2015-04-20,125.570000,128.119995,125.169998,127.599998,121.701889,46934400
2015-04-21,128.100006,128.199997,126.669998,126.910004,121.043800,32435100
2015-04-22,126.989998,128.869995,126.320000,128.619995,122.674751,37654500
2015-04-23,128.300003,130.419998,128.139999,129.669998,123.676208,45770900
2015-04-24,130.490005,130.630005,129.229996,130.279999,124.257996,44525900
2015-04-27,132.309998,133.130005,131.149994,132.649994,126.518456,96954200
2015-04-28,134.460007,134.539993,129.570007,130.559998,124.525078,118924000
2015-04-29,130.160004,131.589996,128.300003,128.639999,122.693825,63386100
2015-04-30,128.639999,128.639999,124.580002,125.150002,119.365135,83195400
2015-05-01,126.099998,130.130005,125.300003,128.949997,122.989487,58512600
2015-05-04,129.500000,130.570007,128.259995,128.699997,122.751053,50988300
2015-05-05,128.149994,128.449997,125.779999,125.800003,119.985092,49271400
2015-05-06,126.559998,126.750000,123.360001,125.010002,119.231606,72141000
2015-05-07,124.769997,126.080002,124.019997,125.260002,119.969086,43940900
2015-05-08,126.680000,127.620003,126.110001,127.620003,122.229424,55550400
2015-05-11,127.389999,127.559998,125.629997,126.320000,120.984306,42035800
2015-05-12,125.599998,126.879997,124.820000,125.870003,120.553329,48160000
2015-05-13,126.150002,127.190002,125.870003,126.010002,120.687416,34694200
2015-05-14,127.410004,128.949997,127.160004,128.949997,123.503227,45203500
2015-05-15,129.070007,129.490005,128.210007,128.770004,123.330833,38208000
2015-05-18,128.380005,130.720001,128.360001,130.190002,124.690865,50176600
2015-05-19,130.690002,130.880005,129.639999,130.070007,124.575912,44633200
2015-05-20,130.000000,130.979996,129.339996,130.059998,124.566338,36454900
2015-05-21,130.070007,131.630005,129.830002,131.389999,125.840164,39730400
2015-05-22,131.600006,132.970001,131.399994,132.539993,126.941574,45596000
2015-05-26,132.600006,132.910004,129.119995,129.619995,124.144920,70697600
2015-05-27,130.339996,132.259995,130.050003,132.039993,126.462708,45833200
2015-05-28,131.860001,131.949997,131.100006,131.779999,126.213676,30733300
2015-05-29,131.229996,131.449997,129.899994,130.279999,124.777046,50338200
2015-06-01,130.279999,131.389999,130.050003,130.539993,125.026062,32112800
2015-06-02,129.860001,130.660004,129.320007,129.960007,124.470581,33556900
2015-06-03,130.660004,130.940002,129.899994,130.119995,124.623802,30983500
2015-06-04,129.580002,130.580002,128.910004,129.360001,123.895912,38450100
2015-06-05,129.500000,129.690002,128.360001,128.649994,123.215904,35626800
2015-06-08,128.899994,129.210007,126.830002,127.800003,122.401802,52538200
2015-06-09,126.699997,128.080002,125.620003,127.419998,122.037849,56075400
2015-06-10,127.919998,129.339996,127.849998,128.880005,123.436188,39087300
2015-06-11,129.179993,130.179993,128.479996,128.589996,123.158417,35390900
2015-06-12,128.190002,128.330002,127.110001,127.169998,121.798416,36886200
2015-06-15,126.099998,127.239998,125.709999,126.919998,121.558975,43988900
2015-06-16,127.029999,127.849998,126.370003,127.599998,122.210251,31494100
2015-06-17,127.720001,127.879997,126.739998,127.300003,121.922920,32918100
2015-06-18,127.230003,128.309998,127.220001,127.879997,122.478409,35407200
2015-06-19,127.709999,127.820000,126.400002,126.599998,121.252487,54716900
2015-06-22,127.489998,128.059998,127.080002,127.610001,122.219826,34039300
2015-06-23,127.480003,127.610001,126.879997,127.029999,121.664322,30268900
2015-06-24,127.209999,129.800003,127.120003,128.110001,122.698708,55280900
2015-06-25,128.860001,129.199997,127.500000,127.500000,122.114471,31938100
2015-06-26,127.669998,127.989998,126.510002,126.750000,121.396149,44066800
2015-06-29,125.459999,126.470001,124.480003,124.529999,119.269913,49161400
2015-06-30,125.570000,126.120003,124.860001,125.430000,120.131905,44370700
2015-07-01,126.900002,126.940002,125.989998,126.599998,121.252487,30238800
2015-07-02,126.430000,126.690002,125.769997,126.440002,121.099236,27211000
2015-07-06,124.940002,126.230003,124.849998,126.000000,120.677834,28060400
2015-07-07,125.889999,126.150002,123.769997,125.690002,120.380928,46946800
2015-07-08,124.480003,124.639999,122.540001,122.570000,117.392715,60761600
2015-07-09,123.849998,124.059998,119.220001,120.070000,114.998314,78595000
2015-07-10,121.940002,123.849998,121.209999,123.279999,118.072723,61354500
2015-07-13,125.029999,125.760002,124.320000,125.660004,120.352196,41440500
2015-07-14,126.040001,126.370003,125.040001,125.610001,120.304298,31768100
2015-07-15,125.720001,127.150002,125.580002,126.820000,121.463196,33649200
2015-07-16,127.739998,128.570007,127.349998,128.509995,123.081818,36222400
2015-07-17,129.080002,129.619995,128.309998,129.619995,124.144920,46164700
2015-07-20,130.970001,132.970001,130.699997,132.070007,126.491463,58900200
2015-07-21,132.850006,132.919998,130.320007,130.750000,125.227188,76756400
2015-07-22,121.989998,125.500000,121.989998,125.220001,119.930779,115450600
2015-07-23,126.199997,127.089996,125.059998,125.160004,119.873306,50999500
2015-07-24,125.320000,125.739998,123.900002,124.500000,119.241196,42162300
2015-07-27,123.089996,123.610001,122.120003,122.769997,117.584259,44455500
2015-07-28,123.379997,123.910004,122.550003,123.379997,118.168503,33618100
2015-07-29,123.150002,123.500000,122.269997,122.989998,117.794968,37011700
2015-07-30,122.320000,122.570000,121.709999,122.370003,117.201164,33628300
2015-07-31,122.599998,122.639999,120.910004,121.300003,116.176353,42885000
2015-08-03,121.500000,122.570000,117.519997,118.440002,113.437157,69976000
2015-08-04,117.419998,117.699997,113.250000,114.639999,109.797668,124138600
2015-08-05,112.949997,117.440002,112.099998,115.400002,110.525574,99312600
2015-08-06,115.970001,116.500000,114.120003,115.129997,110.766090,52903000
2015-08-07,114.580002,116.250000,114.500000,115.519997,111.141319,38670400
2015-08-10,116.529999,119.989998,116.529999,119.720001,115.182114,54951600
2015-08-11,117.809998,118.180000,113.330002,113.489998,109.188248,95711900
2015-08-12,112.529999,115.419998,109.629997,115.239998,110.871918,101217500
2015-08-13,116.040001,116.400002,114.540001,115.150002,110.785339,48535800
2015-08-14,114.320000,116.309998,114.010002,115.959999,111.564629,42693200
2015-08-17,116.040001,117.650002,115.500000,117.160004,112.719162,40884700
2015-08-18,116.430000,117.440002,116.010002,116.500000,112.084152,34560700
2015-08-19,116.099998,116.519997,114.680000,115.010002,110.650642,48286500
2015-08-20,114.080002,114.349998,111.629997,112.650002,108.380096,68501600
2015-08-21,110.430000,111.900002,105.650002,105.760002,101.751259,128275500
2015-08-24,94.870003,103.449997,92.000000,103.120003,99.211334,162206300
2015-08-25,111.110001,111.110001,103.500000,103.739998,99.807816,103601600
2015-08-26,107.089996,109.889999,105.050003,109.690002,105.532295,96774600
2015-08-27,112.230003,113.239998,110.019997,112.919998,108.639862,84616100
2015-08-28,112.169998,113.309998,111.540001,113.290001,108.995834,53164400
2015-08-31,112.029999,114.529999,112.000000,112.760002,108.485931,55962800
2015-09-01,110.150002,111.879997,107.360001,107.720001,103.636963,76845900
2015-09-02,110.230003,112.339996,109.129997,112.339996,108.081833,61888800
2015-09-03,112.489998,112.779999,110.040001,110.370003,106.186516,53233900
2015-09-04,108.970001,110.449997,108.510002,109.269997,105.128212,49996300
2015-09-08,111.750000,112.559998,110.320000,112.309998,108.052979,54843600
2015-09-09,113.760002,114.019997,109.769997,110.150002,105.974854,84344400
2015-09-10,110.269997,113.279999,109.900002,112.570000,108.303116,62892800
2015-09-11,111.790001,114.209999,111.760002,114.209999,109.880959,49915500
2015-09-14,116.580002,116.889999,114.860001,115.309998,110.939262,58363400
2015-09-15,115.930000,116.529999,114.419998,116.279999,111.872498,43004100
2015-09-16,116.250000,116.540001,115.440002,116.410004,111.997581,37173500
2015-09-17,115.660004,116.489998,113.720001,113.919998,109.601952,64112600
2015-09-18,112.209999,114.300003,111.870003,113.449997,109.149773,73419000
2015-09-21,113.669998,115.370003,113.660004,115.209999,110.843056,50222000
2015-09-22,113.379997,114.180000,112.519997,113.400002,109.101662,50346200
2015-09-23,113.629997,114.720001,113.300003,114.320000,109.986801,35756700
2015-09-24,113.250000,115.500000,112.370003,115.000000,110.641022,50219500
2015-09-25,116.440002,116.690002,114.019997,114.709999,110.362015,56151900
2015-09-28,113.849998,114.570000,112.440002,112.440002,108.178062,52109000
2015-09-29,112.830002,113.510002,107.860001,109.059998,104.926178,73365400
2015-09-30,110.169998,111.540001,108.730003,110.300003,106.119179,66105000
2015-10-01,109.070000,109.620003,107.309998,109.580002,105.426460,63929100
2015-10-02,108.010002,111.010002,107.550003,110.379997,106.196136,58019800
2015-10-05,109.879997,111.370003,109.070000,110.779999,106.580978,52064700
2015-10-06,110.629997,111.739998,109.769997,111.309998,107.090881,48196800
2015-10-07,111.739998,111.769997,109.410004,110.779999,106.580978,46765600
2015-10-08,110.190002,110.190002,108.209999,109.500000,105.349495,61979600
2015-10-09,110.000000,112.279999,109.489998,112.120003,107.870178,52766100
2015-10-12,112.730003,112.750000,111.440002,111.599998,107.369888,30467200
2015-10-13,110.820000,112.449997,110.680000,111.790001,107.552696,33049300
2015-10-14,111.290001,111.519997,109.559998,110.209999,106.032578,44462400
2015-10-15,110.930000,112.099998,110.489998,111.860001,107.620049,37673500
2015-10-16,111.779999,112.000000,110.529999,111.040001,106.831116,39232600
2015-10-19,110.800003,111.750000,110.110001,111.730003,107.494957,29759200
2015-10-20,111.339996,114.169998,110.820000,113.769997,109.457634,48778800
2015-10-21,114.000000,115.580002,113.699997,113.760002,109.448021,41795200
2015-10-22,114.330002,115.500000,114.099998,115.500000,111.122078,41654100
2015-10-23,116.699997,119.230003,116.330002,119.080002,114.566376,59366900
2015-10-26,118.080002,118.129997,114.919998,115.279999,110.910416,66333800
2015-10-27,115.400002,116.540001,113.989998,114.550003,110.208076,69884400
2015-10-28,116.930000,119.300003,116.059998,119.269997,114.749161,85551400
2015-10-29,118.699997,120.690002,118.269997,120.529999,115.961411,50240800
2015-10-30,120.989998,121.220001,119.449997,119.500000,114.970459,49365300
